source,target
1529537,43918195
43918195,1739018
1739018,43918195
43918195,1839760
1839760,43918195
43918195,1979325
1979325,43918195
43918195,2575048
2575048,43918195
43918195,2993014
2993014,43918195
43918195,3134790
3134790,43918195
43918195,3603249
3603249,43918195
43918195,3910766
3910766,43918195
43918195,3973131
3973131,43918195
43918195,4019031
4019031,43918195
43918195,5874413
5874413,43918195
43918195,6026237
6026237,43918195
43918195,6388174
6388174,43918195
43918195,7212048
7212048,43918195
43918195,8510663
8510663,43918195
43918195,10446896
10446896,43918195
43918195,13007634
13007634,43918195
43918195,13581988
13581988,43918195
43918195,15331145
15331145,43918195
43918195,20509655
20509655,43918195
43918195,21655016
21655016,43918195
43918195,22538465
22538465,43918195
43918195,25063076
25063076,43918195
43918195,25854465
25854465,43918195
43918195,26629073
26629073,43918195
43918195,30606812
30606812,43918195
43918195,31818891
31818891,43918195
43918195,32660675
32660675,43918195
43918195,32848516
32848516,43918195
43918195,35023772
35023772,43918195
43918195,36385317
36385317,43918195
43918195,39045726
39045726,43918195
43918195,39878368
39878368,43918195
43918195,42207297
42207297,43918195
43918195,44237093
44237093,43918195
43918195,44572620
44572620,43918195
43918195,45452736
45452736,43918195
43918195,46605592
46605592,43918195
43918195,48873955
48873955,43918195
43918195,49899548
49899548,43918195
43918195,50644809
50644809,43918195
43918195,50674576
50674576,43918195
43918195,51251350
51251350,43918195
43918195,51869412
51869412,43918195
43918195,54719248
54719248,43918195
43918195,54960500
54960500,43918195
43918195,55040445
55040445,43918195
43918195,57031265
57031265,43918195
43918195,59529045
59529045,43918195
43918195,61058979
61058979,43918195
43918195,65668363
65668363,43918195
43918195,65852244
65852244,43918195
43918195,68403051
68403051,43918195
43918195,68418223
68418223,43918195
43918195,68742021
68742021,43918195
43918195,71202180
71202180,43918195
43918195,76781573
76781573,43918195
43918195,80027940
80027940,43918195
43918195,85433541
85433541,43918195
43918195,92242838
92242838,43918195
43918195,95658066
95658066,43918195
43918195,96466868
96466868,43918195
43918195,96506905
96506905,43918195
43918195,97434266
97434266,43918195
43918195,99315540
99315540,43918195
43918195,99366578
99366578,43918195
43918195,102773862
102773862,43918195
43918195,103022223
103022223,43918195
43918195,103031709
103031709,43918195
43918195,105383924
105383924,43918195
43918195,105593253
105593253,43918195
43918195,112681992
112681992,43918195
43918195,113195729
113195729,43918195
43918195,115578155
115578155,43918195
43918195,116032168
116032168,43918195
43918195,117449215
117449215,43918195
43918195,118821145
118821145,43918195
43918195,125364461
125364461,43918195
43918195,131917574
131917574,43918195
43918195,133281974
133281974,43918195
43918195,135778154
135778154,43918195
43918195,138362881
138362881,43918195
43918195,138504356
138504356,43918195
43918195,138526393
138526393,43918195
43918195,141639274
141639274,43918195
43918195,142450060
142450060,43918195
43918195,146076776
146076776,43918195
43918195,146553153
146553153,43918195
43918195,146882841
146882841,43918195
43918195,152301923
152301923,43918195
43918195,154298030
154298030,43918195
43918195,154861562
154861562,43918195
43918195,155336252
155336252,43918195
43918195,156584391
156584391,43918195
43918195,159572647
159572647,43918195
43918195,160276193
160276193,43918195
43918195,164676162
164676162,43918195
43918195,165457863
165457863,43918195
43918195,166471013
166471013,43918195
43918195,166717276
166717276,43918195
43918195,171754844
171754844,43918195
43918195,173908092
173908092,43918195
43918195,173931870
173931870,43918195
43918195,179372300
179372300,43918195
43918195,182909030
182909030,43918195
43918195,184123045
184123045,43918195
43918195,185068813
185068813,43918195
43918195,185975699
185975699,43918195
43918195,187677578
187677578,43918195
43918195,188036384
188036384,43918195
43918195,189157680
189157680,43918195
43918195,189721723
189721723,43918195
43918195,190029274
190029274,43918195
43918195,190881670
190881670,43918195
43918195,191443731
191443731,43918195
43918195,191454139
191454139,43918195
43918195,191592783
191592783,43918195
43918195,192484890
192484890,43918195
43918195,193460730
193460730,43918195
43918195,195020278
195020278,43918195
43918195,195555005
195555005,43918195
43918195,196296587
196296587,43918195
43918195,197927198
197927198,43918195
43918195,198649201
198649201,43918195
43918195,201976868
201976868,43918195
43918195,202831619
202831619,43918195
43918195,203876672
203876672,43918195
43918195,203890253
203890253,43918195
43918195,204200251
204200251,43918195
43918195,204201117
204201117,43918195
43918195,204672454
204672454,43918195
43918195,205557328
205557328,43918195
43918195,205849648
205849648,43918195
43918195,206728262
206728262,43918195
43918195,207823276
207823276,43918195
43918195,209016608
209016608,43918195
43918195,209166392
209166392,43918195
43918195,210016643
210016643,43918195
43918195,210604786
210604786,43918195
43918195,212270540
212270540,43918195
43918195,212407827
212407827,43918195
43918195,212646351
212646351,43918195
43918195,213889286
213889286,43918195
43918195,214932267
214932267,43918195
43918195,215941726
215941726,43918195
43918195,217235895
217235895,43918195
43918195,224124093
224124093,43918195
43918195,224505783
224505783,43918195
43918195,224965089
224965089,43918195
43918195,225620119
225620119,43918195
43918195,225697308
225697308,43918195
43918195,227137231
227137231,43918195
43918195,227929790
227929790,43918195
43918195,230255016
230255016,43918195
43918195,231307120
231307120,43918195
43918195,233869385
233869385,43918195
43918195,234964711
234964711,43918195
43918195,236658937
236658937,43918195
43918195,236884134
236884134,43918195
43918195,237365478
237365478,43918195
43918195,239434041
239434041,43918195
43918195,240493841
240493841,43918195
43918195,241373468
241373468,43918195
43918195,241492005
241492005,43918195
43918195,242966355
242966355,43918195
43918195,243130843
243130843,43918195
43918195,244337824
244337824,43918195
43918195,244801816
244801816,43918195
43918195,244948283
244948283,43918195
43918195,246149175
246149175,43918195
43918195,247288455
247288455,43918195
43918195,251174471
251174471,43918195
43918195,252289439
252289439,43918195
43918195,252781488
252781488,43918195
43918195,255814973
255814973,43918195
43918195,256396184
256396184,43918195
43918195,257031460
257031460,43918195
43918195,259047478
259047478,43918195
43918195,259381002
259381002,43918195
43918195,261644143
261644143,43918195
43918195,265011645
265011645,43918195
43918195,265209540
265209540,43918195
43918195,269377284
269377284,43918195
43918195,270292294
270292294,43918195
43918195,270889731
270889731,43918195
43918195,271871953
271871953,43918195
43918195,273107683
273107683,43918195
43918195,274424104
274424104,43918195
43918195,276020694
276020694,43918195
43918195,279094172
279094172,43918195
43918195,279509627
279509627,43918195
43918195,279788907
279788907,43918195
43918195,280120602
280120602,43918195
43918195,281250135
281250135,43918195
43918195,281974063
281974063,43918195
43918195,282544815
282544815,43918195
43918195,282844544
282844544,43918195
43918195,285723981
285723981,43918195
43918195,287020388
287020388,43918195
43918195,287258997
287258997,43918195
43918195,287278334
287278334,43918195
43918195,292233469
292233469,43918195
43918195,293751213
293751213,43918195
43918195,294456063
294456063,43918195
43918195,300508768
300508768,43918195
43918195,301211176
301211176,43918195
43918195,301886411
301886411,43918195
43918195,302433324
302433324,43918195
43918195,303199041
303199041,43918195
43918195,305083971
305083971,43918195
43918195,305183918
305183918,43918195
43918195,306141863
306141863,43918195
43918195,310698575
310698575,43918195
43918195,314597418
314597418,43918195
43918195,315012681
315012681,43918195
43918195,318349745
318349745,43918195
43918195,318995656
318995656,43918195
43918195,323114369
323114369,43918195
43918195,323845391
323845391,43918195
43918195,323859517
323859517,43918195
43918195,324048152
324048152,43918195
43918195,327826271
327826271,43918195
43918195,328097914
328097914,43918195
43918195,328649197
328649197,43918195
43918195,328975623
328975623,43918195
43918195,329485405
329485405,43918195
43918195,329579321
329579321,43918195
43918195,335630090
335630090,43918195
43918195,337099855
337099855,43918195
43918195,337924027
337924027,43918195
43918195,338403011
338403011,43918195
43918195,338807378
338807378,43918195
43918195,339023925
339023925,43918195
43918195,339540311
339540311,43918195
43918195,342722030
342722030,43918195
43918195,343238679
343238679,43918195
43918195,344725484
344725484,43918195
43918195,347866295
347866295,43918195
43918195,356971858
356971858,43918195
43918195,358858697
358858697,43918195
43918195,359203537
359203537,43918195
43918195,360684267
360684267,43918195
43918195,361519731
361519731,43918195
43918195,365856176
365856176,43918195
43918195,367683471
367683471,43918195
43918195,371653112
371653112,43918195
43918195,372442223
372442223,43918195
43918195,372721082
372721082,43918195
43918195,374436967
374436967,43918195
43918195,380289282
380289282,43918195
43918195,382436084
382436084,43918195
43918195,384670022
384670022,43918195
43918195,385371675
385371675,43918195
43918195,385628299
385628299,43918195
43918195,385685395
385685395,43918195
43918195,387283447
387283447,43918195
43918195,392672339
392672339,43918195
43918195,397945706
397945706,43918195
43918195,398929111
398929111,43918195
43918195,401976454
401976454,43918195
43918195,407745983
407745983,43918195
43918195,413862615
413862615,43918195
43918195,415563805
415563805,43918195
43918195,418871490
418871490,43918195
43918195,420753052
420753052,43918195
43918195,422397933
422397933,43918195
43918195,423598104
423598104,43918195
43918195,427029004
427029004,43918195
43918195,427145690
427145690,43918195
43918195,427627540
427627540,43918195
43918195,434035273
434035273,43918195
43918195,442443258
442443258,43918195
43918195,450384973
450384973,43918195
43918195,452509931
452509931,43918195
43918195,460348786
460348786,43918195
43918195,465380916
465380916,43918195
43918195,467892805
467892805,43918195
43918195,477796894
477796894,43918195
43918195,481160680
481160680,43918195
43918195,481717501
481717501,43918195
43918195,484036365
484036365,43918195
43918195,485900022
485900022,43918195
43918195,486920048
486920048,43918195
43918195,487390749
487390749,43918195
43918195,490821144
490821144,43918195
43918195,503268262
503268262,43918195
43918195,503784028
503784028,43918195
43918195,504233447
504233447,43918195
43918195,506692979
506692979,43918195
43918195,512705412
512705412,43918195
43918195,513124616
513124616,43918195
43918195,516609361
516609361,43918195
43918195,529627515
529627515,43918195
43918195,530940927
530940927,43918195
43918195,532953316
532953316,43918195
43918195,536547591
536547591,43918195
43918195,540356279
540356279,43918195
43918195,541298567
541298567,43918195
43918195,541682636
541682636,43918195
43918195,547559657
547559657,43918195
43918195,551125578
551125578,43918195
43918195,551258682
551258682,43918195
43918195,556436616
556436616,43918195
43918195,558918647
558918647,43918195
43918195,559017686
559017686,43918195
43918195,568261957
568261957,43918195
43918195,569992750
569992750,43918195
43918195,577223732
577223732,43918195
43918195,580578909
580578909,43918195
43918195,594268206
594268206,43918195
43918195,596301479
596301479,43918195
43918195,598952564
598952564,43918195
43918195,610888078
610888078,43918195
43918195,615530386
615530386,43918195
43918195,626551217
626551217,43918195
43918195,637920011
637920011,43918195
43918195,648829286
648829286,43918195
43918195,662741463
662741463,43918195
43918195,663832873
663832873,43918195
43918195,670381710
670381710,43918195
43918195,671208440
671208440,43918195
43918195,671256018
671256018,43918195
43918195,671965036
671965036,43918195
43918195,746275579
746275579,43918195
43918195,746334001
746334001,43918195
43918195,747506933
747506933,43918195
43918195,749623735
749623735,43918195
43918195,782976643
782976643,43918195
43918195,789650202
789650202,43918195
43918195,863451332
863451332,43918195
43918195,872072820
872072820,43918195
43918195,874148883
874148883,43918195
557564792,76880915
76880915,557564792
557564792,108133116
108133116,557564792
557564792,128896388
128896388,557564792
557564792,132945904
132945904,557564792
557564792,137264962
137264962,557564792
557564792,140787554
140787554,557564792
557564792,160706547
160706547,557564792
557564792,163214072
163214072,557564792
557564792,163500171
163500171,557564792
557564792,163952297
163952297,557564792
557564792,167411875
167411875,557564792
557564792,170494521
170494521,557564792
557564792,174737366
174737366,557564792
557564792,175108964
175108964,557564792
557564792,175627918
175627918,557564792
557564792,178719850
178719850,557564792
557564792,179044155
179044155,557564792
557564792,183104757
183104757,557564792
557564792,184735265
184735265,557564792
557564792,185327225
185327225,557564792
557564792,185919282
185919282,557564792
557564792,188161316
188161316,557564792
557564792,188687588
188687588,557564792
557564792,190061406
190061406,557564792
557564792,196212355
196212355,557564792
557564792,196949703
196949703,557564792
557564792,204951696
204951696,557564792
557564792,206057223
206057223,557564792
557564792,206894750
206894750,557564792
557564792,207593474
207593474,557564792
557564792,208399006
208399006,557564792
557564792,209224459
209224459,557564792
557564792,210589488
210589488,557564792
557564792,213899382
213899382,557564792
557564792,221141585
221141585,557564792
557564792,222364805
222364805,557564792
557564792,223189059
223189059,557564792
557564792,223545921
223545921,557564792
557564792,228264264
228264264,557564792
557564792,232686783
232686783,557564792
557564792,238943416
238943416,557564792
557564792,239228576
239228576,557564792
557564792,239231223
239231223,557564792
557564792,240850208
240850208,557564792
557564792,241350444
241350444,557564792
557564792,243610055
243610055,557564792
557564792,244884328
244884328,557564792
557564792,249462634
249462634,557564792
557564792,250267252
250267252,557564792
557564792,250832317
250832317,557564792
557564792,254025338
254025338,557564792
557564792,255191951
255191951,557564792
557564792,255508972
255508972,557564792
557564792,256274030
256274030,557564792
557564792,258814104
258814104,557564792
557564792,260809539
260809539,557564792
557564792,263921333
263921333,557564792
557564792,267827348
267827348,557564792
557564792,269103501
269103501,557564792
557564792,269169409
269169409,557564792
557564792,269910072
269910072,557564792
557564792,272009820
272009820,557564792
557564792,272120732
272120732,557564792
557564792,276384827
276384827,557564792
557564792,276846181
276846181,557564792
557564792,277557951
277557951,557564792
557564792,278669717
278669717,557564792
557564792,280818909
280818909,557564792
557564792,282278751
282278751,557564792
557564792,283251472
283251472,557564792
557564792,293869223
293869223,557564792
557564792,296681459
296681459,557564792
557564792,299037248
299037248,557564792
557564792,299751310
299751310,557564792
557564792,306791965
306791965,557564792
557564792,306861039
306861039,557564792
557564792,308076097
308076097,557564792
557564792,311001370
311001370,557564792
557564792,311448331
311448331,557564792
557564792,318523613
318523613,557564792
557564792,320247021
320247021,557564792
557564792,321525198
321525198,557564792
557564792,325079830
325079830,557564792
557564792,330932913
330932913,557564792
557564792,331077269
331077269,557564792
557564792,332942361
332942361,557564792
557564792,333535414
333535414,557564792
557564792,336406326
336406326,557564792
557564792,347162926
347162926,557564792
557564792,348660237
348660237,557564792
557564792,350513393
350513393,557564792
557564792,350944211
350944211,557564792
557564792,352114794
352114794,557564792
557564792,352556755
352556755,557564792
557564792,353622098
353622098,557564792
557564792,354722333
354722333,557564792
557564792,364038530
364038530,557564792
557564792,369616494
369616494,557564792
557564792,374432224
374432224,557564792
557564792,377793728
377793728,557564792
557564792,380149824
380149824,557564792
557564792,382772064
382772064,557564792
557564792,383541641
383541641,557564792
557564792,385614611
385614611,557564792
557564792,390760247
390760247,557564792
557564792,393982345
393982345,557564792
557564792,396808510
396808510,557564792
557564792,398559184
398559184,557564792
557564792,402075526
402075526,557564792
557564792,411558389
411558389,557564792
557564792,412555725
412555725,557564792
557564792,419720323
419720323,557564792
557564792,421813662
421813662,557564792
557564792,423942264
423942264,557564792
557564792,425347135
425347135,557564792
557564792,425547619
425547619,557564792
557564792,426856845
426856845,557564792
557564792,428348136
428348136,557564792
557564792,431616786
431616786,557564792
557564792,445356925
445356925,557564792
557564792,450849055
450849055,557564792
557564792,452434208
452434208,557564792
557564792,465856688
465856688,557564792
557564792,473531179
473531179,557564792
557564792,487694647
487694647,557564792
557564792,488600998
488600998,557564792
557564792,495077366
495077366,557564792
557564792,504687160
504687160,557564792
557564792,504825593
504825593,557564792
557564792,511930413
511930413,557564792
557564792,518471939
518471939,557564792
557564792,520624134
520624134,557564792
557564792,523439503
523439503,557564792
557564792,523481204
523481204,557564792
557564792,529138060
529138060,557564792
557564792,533778757
533778757,557564792
557564792,533956676
533956676,557564792
557564792,533995337
533995337,557564792
557564792,536577378
536577378,557564792
557564792,546186730
546186730,557564792
557564792,550865741
550865741,557564792
557564792,557360418
557360418,557564792
557564792,570809297
570809297,557564792
557564792,590084456
590084456,557564792
557564792,594317284
594317284,557564792
557564792,604517956
604517956,557564792
557564792,608950501
608950501,557564792
557564792,617857836
617857836,557564792
557564792,660410981
660410981,557564792
557564792,661930891
661930891,557564792
557564792,667316624
667316624,557564792
557564792,668897753
668897753,557564792
557564792,674473182
674473182,557564792
557564792,678934371
678934371,557564792
557564792,679777048
679777048,557564792
557564792,680881875
680881875,557564792
557564792,682518816
682518816,557564792
557564792,686296738
686296738,557564792
557564792,718489149
718489149,557564792
557564792,734649733
734649733,557564792
557564792,744189562
744189562,557564792
557564792,746857485
746857485,557564792
557564792,848156414
848156414,557564792
216664953,569493
569493,216664953
216664953,2346257
2346257,216664953
216664953,3368802
3368802,216664953
216664953,5101896
5101896,216664953
216664953,8413887
8413887,216664953
216664953,9879376
9879376,216664953
216664953,13716579
13716579,216664953
216664953,14796245
14796245,216664953
216664953,17763906
17763906,216664953
216664953,18459623
18459623,216664953
216664953,19016233
19016233,216664953
216664953,20341211
20341211,216664953
216664953,20459830
20459830,216664953
216664953,45849475
45849475,216664953
216664953,47118966
47118966,216664953
216664953,59181636
59181636,216664953
216664953,60202201
60202201,216664953
216664953,61175217
61175217,216664953
216664953,65734221
65734221,216664953
216664953,67349311
67349311,216664953
216664953,69110189
69110189,216664953
216664953,71707063
71707063,216664953
216664953,72653457
72653457,216664953
216664953,73835852
73835852,216664953
216664953,75262780
75262780,216664953
216664953,77371841
77371841,216664953
216664953,79947151
79947151,216664953
216664953,83414880
83414880,216664953
216664953,85717035
85717035,216664953
216664953,91624313
91624313,216664953
216664953,94397151
94397151,216664953
216664953,94649851
94649851,216664953
216664953,95635519
95635519,216664953
216664953,99138057
99138057,216664953
216664953,99315540
99315540,216664953
216664953,105880385
105880385,216664953
216664953,106005657
106005657,216664953
216664953,106689211
106689211,216664953
216664953,108984767
108984767,216664953
216664953,111061329
111061329,216664953
216664953,112120311
112120311,216664953
216664953,113022710
113022710,216664953
216664953,113918975
113918975,216664953
216664953,115066430
115066430,216664953
216664953,115459136
115459136,216664953
216664953,117891946
117891946,216664953
216664953,120038146
120038146,216664953
216664953,123368600
123368600,216664953
216664953,123400840
123400840,216664953
216664953,123802613
123802613,216664953
216664953,130849593
130849593,216664953
216664953,131917574
131917574,216664953
216664953,133350043
133350043,216664953
216664953,133603848
133603848,216664953
216664953,133609738
133609738,216664953
216664953,134848516
134848516,216664953
216664953,135348979
135348979,216664953
216664953,135588298
135588298,216664953
216664953,135967536
135967536,216664953
216664953,137175576
137175576,216664953
216664953,138362881
138362881,216664953
216664953,139200069
139200069,216664953
216664953,140050490
140050490,216664953
216664953,140954820
140954820,216664953
216664953,142801183
142801183,216664953
216664953,143204199
143204199,216664953
216664953,143310177
143310177,216664953
216664953,146303389
146303389,216664953
216664953,146553153
146553153,216664953
216664953,146778024
146778024,216664953
216664953,150908044
150908044,216664953
216664953,152952036
152952036,216664953
216664953,153557248
153557248,216664953
216664953,153642762
153642762,216664953
216664953,153652268
153652268,216664953
216664953,155118230
155118230,216664953
216664953,155781088
155781088,216664953
216664953,155856745
155856745,216664953
216664953,156353850
156353850,216664953
216664953,156455057
156455057,216664953
216664953,156571655
156571655,216664953
216664953,156719614
156719614,216664953
216664953,157011546
157011546,216664953
216664953,157308424
157308424,216664953
216664953,158445696
158445696,216664953
216664953,158526225
158526225,216664953
216664953,159506331
159506331,216664953
216664953,159587261
159587261,216664953
216664953,159603523
159603523,216664953
216664953,163543921
163543921,216664953
216664953,163652958
163652958,216664953
216664953,163731580
163731580,216664953
216664953,163823935
163823935,216664953
216664953,164510473
164510473,216664953
216664953,165062938
165062938,216664953
216664953,166144485
166144485,216664953
216664953,166295277
166295277,216664953
216664953,166392251
166392251,216664953
216664953,166807271
166807271,216664953
216664953,168449968
168449968,216664953
216664953,168625021
168625021,216664953
216664953,168636011
168636011,216664953
216664953,168701780
168701780,216664953
216664953,168949962
168949962,216664953
216664953,169098452
169098452,216664953
216664953,169296376
169296376,216664953
216664953,169908186
169908186,216664953
216664953,169911363
169911363,216664953
216664953,170501546
170501546,216664953
216664953,170588418
170588418,216664953
216664953,171126134
171126134,216664953
216664953,171352359
171352359,216664953
216664953,171752899
171752899,216664953
216664953,171956441
171956441,216664953
216664953,172341168
172341168,216664953
216664953,172386286
172386286,216664953
216664953,174050412
174050412,216664953
216664953,174050439
174050439,216664953
216664953,174107261
174107261,216664953
216664953,174111046
174111046,216664953
216664953,174261343
174261343,216664953
216664953,174450222
174450222,216664953
216664953,174586763
174586763,216664953
216664953,175214722
175214722,216664953
216664953,176286475
176286475,216664953
216664953,176473565
176473565,216664953
216664953,176573590
176573590,216664953
216664953,176716086
176716086,216664953
216664953,177129081
177129081,216664953
216664953,177587694
177587694,216664953
216664953,177630576
177630576,216664953
216664953,178362191
178362191,216664953
216664953,180025491
180025491,216664953
216664953,181667562
181667562,216664953
216664953,182466067
182466067,216664953
216664953,182578348
182578348,216664953
216664953,182729902
182729902,216664953
216664953,185002452
185002452,216664953
216664953,185098243
185098243,216664953
216664953,185690843
185690843,216664953
216664953,187105238
187105238,216664953
216664953,187455873
187455873,216664953
216664953,187879381
187879381,216664953
216664953,188430184
188430184,216664953
216664953,188656834
188656834,216664953
216664953,189311977
189311977,216664953
216664953,191566176
191566176,216664953
216664953,191710797
191710797,216664953
216664953,193373496
193373496,216664953
216664953,193979414
193979414,216664953
216664953,194225041
194225041,216664953
216664953,194878816
194878816,216664953
216664953,195013506
195013506,216664953
216664953,195026845
195026845,216664953
216664953,195276101
195276101,216664953
216664953,196248003
196248003,216664953
216664953,196867980
196867980,216664953
216664953,197715683
197715683,216664953
216664953,197729314
197729314,216664953
216664953,197984991
197984991,216664953
216664953,198073591
198073591,216664953
216664953,198550824
198550824,216664953
216664953,198969334
198969334,216664953
216664953,199707895
199707895,216664953
216664953,200487700
200487700,216664953
216664953,201167687
201167687,216664953
216664953,201328934
201328934,216664953
216664953,201429935
201429935,216664953
216664953,201976868
201976868,216664953
216664953,202052019
202052019,216664953
216664953,202061137
202061137,216664953
216664953,202348908
202348908,216664953
216664953,202367845
202367845,216664953
216664953,203728759
203728759,216664953
216664953,203874757
203874757,216664953
216664953,204200251
204200251,216664953
216664953,204201117
204201117,216664953
216664953,205640220
205640220,216664953
216664953,205818664
205818664,216664953
216664953,207345015
207345015,216664953
216664953,209195533
209195533,216664953
216664953,209745063
209745063,216664953
216664953,212189632
212189632,216664953
216664953,212646351
212646351,216664953
216664953,212803568
212803568,216664953
216664953,213033689
213033689,216664953
216664953,213046390
213046390,216664953
216664953,213684878
213684878,216664953
216664953,214029400
214029400,216664953
216664953,214194108
214194108,216664953
216664953,214383880
214383880,216664953
216664953,214623623
214623623,216664953
216664953,214711762
214711762,216664953
216664953,215223190
215223190,216664953
216664953,215421487
215421487,216664953
216664953,216137192
216137192,216664953
216664953,216432944
216432944,216664953
216664953,216460808
216460808,216664953
216664953,217960032
217960032,216664953
216664953,219551610
219551610,216664953
216664953,219988923
219988923,216664953
216664953,220177154
220177154,216664953
216664953,220337621
220337621,216664953
216664953,220481971
220481971,216664953
216664953,220627520
220627520,216664953
216664953,221646251
221646251,216664953
216664953,222247459
222247459,216664953
216664953,222779709
222779709,216664953
216664953,223229180
223229180,216664953
216664953,223364702
223364702,216664953
216664953,223470672
223470672,216664953
216664953,223754298
223754298,216664953
216664953,223921124
223921124,216664953
216664953,226358897
226358897,216664953
216664953,226513687
226513687,216664953
216664953,226767480
226767480,216664953
216664953,227131585
227131585,216664953
216664953,227538927
227538927,216664953
216664953,227929034
227929034,216664953
216664953,229234102
229234102,216664953
216664953,229237953
229237953,216664953
216664953,229813912
229813912,216664953
216664953,231284350
231284350,216664953
216664953,232178218
232178218,216664953
216664953,232472604
232472604,216664953
216664953,232551301
232551301,216664953
216664953,234618608
234618608,216664953
216664953,235598630
235598630,216664953
216664953,236107347
236107347,216664953
216664953,236324132
236324132,216664953
216664953,236387714
236387714,216664953
216664953,236892715
236892715,216664953
216664953,237420148
237420148,216664953
216664953,238157405
238157405,216664953
216664953,239676280
239676280,216664953
216664953,239832564
239832564,216664953
216664953,240200561
240200561,216664953
216664953,240302302
240302302,216664953
216664953,240705087
240705087,216664953
216664953,241903464
241903464,216664953
216664953,242235308
242235308,216664953
216664953,242290332
242290332,216664953
216664953,242882551
242882551,216664953
216664953,243380330
243380330,216664953
216664953,243407007
243407007,216664953
216664953,244073800
244073800,216664953
216664953,244225027
244225027,216664953
216664953,244527900
244527900,216664953
216664953,244751935
244751935,216664953
216664953,244752161
244752161,216664953
216664953,245373333
245373333,216664953
216664953,245588035
245588035,216664953
216664953,246074882
246074882,216664953
216664953,247636154
247636154,216664953
216664953,248136440
248136440,216664953
216664953,248363492
248363492,216664953
216664953,248890858
248890858,216664953
216664953,249460254
249460254,216664953
216664953,249582435
249582435,216664953
216664953,250154249
250154249,216664953
216664953,250200594
250200594,216664953
216664953,250662647
250662647,216664953
216664953,251109215
251109215,216664953
216664953,251361204
251361204,216664953
216664953,251967929
251967929,216664953
216664953,252406484
252406484,216664953
216664953,252484324
252484324,216664953
216664953,252982058
252982058,216664953
216664953,253607858
253607858,216664953
216664953,254438152
254438152,216664953
216664953,255014960
255014960,216664953
216664953,255179424
255179424,216664953
216664953,255426305
255426305,216664953
216664953,255682311
255682311,216664953
216664953,256923085
256923085,216664953
216664953,257479991
257479991,216664953
216664953,258025043
258025043,216664953
216664953,258255431
258255431,216664953
216664953,258719814
258719814,216664953
216664953,259224831
259224831,216664953
216664953,259873235
259873235,216664953
216664953,259904303
259904303,216664953
216664953,260875449
260875449,216664953
216664953,260930356
260930356,216664953
216664953,261150338
261150338,216664953
216664953,261186573
261186573,216664953
216664953,261644143
261644143,216664953
216664953,263069749
263069749,216664953
216664953,264857050
264857050,216664953
216664953,265823755
265823755,216664953
216664953,266009802
266009802,216664953
216664953,266065101
266065101,216664953
216664953,266174432
266174432,216664953
216664953,266445312
266445312,216664953
216664953,266534639
266534639,216664953
216664953,266607703
266607703,216664953
216664953,267032308
267032308,216664953
216664953,267382974
267382974,216664953
216664953,268056379
268056379,216664953
216664953,268698733
268698733,216664953
216664953,269159177
269159177,216664953
216664953,270544189
270544189,216664953
216664953,270735622
270735622,216664953
216664953,271172323
271172323,216664953
216664953,271424323
271424323,216664953
216664953,271879526
271879526,216664953
216664953,272071979
272071979,216664953
216664953,272266976
272266976,216664953
216664953,272908787
272908787,216664953
216664953,273724789
273724789,216664953
216664953,273849727
273849727,216664953
216664953,273954696
273954696,216664953
216664953,274307394
274307394,216664953
216664953,275942946
275942946,216664953
216664953,276418057
276418057,216664953
216664953,276838315
276838315,216664953
216664953,277103008
277103008,216664953
216664953,277857595
277857595,216664953
216664953,278704712
278704712,216664953
216664953,279848613
279848613,216664953
216664953,280504104
280504104,216664953
216664953,281624415
281624415,216664953
216664953,281781141
281781141,216664953
216664953,282765539
282765539,216664953
216664953,283326172
283326172,216664953
216664953,283338127
283338127,216664953
216664953,283725557
283725557,216664953
216664953,284863586
284863586,216664953
216664953,285220144
285220144,216664953
216664953,285785230
285785230,216664953
216664953,286288768
286288768,216664953
216664953,286323399
286323399,216664953
216664953,286877958
286877958,216664953
216664953,287096393
287096393,216664953
216664953,287258997
287258997,216664953
216664953,288325285
288325285,216664953
216664953,288763775
288763775,216664953
216664953,289103656
289103656,216664953
216664953,290973711
290973711,216664953
216664953,291235535
291235535,216664953
216664953,292111927
292111927,216664953
216664953,292763254
292763254,216664953
216664953,293562762
293562762,216664953
216664953,293751593
293751593,216664953
216664953,293806751
293806751,216664953
216664953,293878154
293878154,216664953
216664953,295396308
295396308,216664953
216664953,295539431
295539431,216664953
216664953,295546794
295546794,216664953
216664953,295714373
295714373,216664953
216664953,296485275
296485275,216664953
216664953,297758866
297758866,216664953
216664953,297765465
297765465,216664953
216664953,299179598
299179598,216664953
216664953,299344973
299344973,216664953
216664953,299847506
299847506,216664953
216664953,300524500
300524500,216664953
216664953,301748117
301748117,216664953
216664953,302849833
302849833,216664953
216664953,303057584
303057584,216664953
216664953,304185129
304185129,216664953
216664953,304191438
304191438,216664953
216664953,304604908
304604908,216664953
216664953,304670646
304670646,216664953
216664953,305882323
305882323,216664953
216664953,305885589
305885589,216664953
216664953,305905451
305905451,216664953
216664953,307294708
307294708,216664953
216664953,307353492
307353492,216664953
216664953,307499829
307499829,216664953
216664953,307864513
307864513,216664953
216664953,308179012
308179012,216664953
216664953,310195850
310195850,216664953
216664953,310668413
310668413,216664953
216664953,311945702
311945702,216664953
216664953,312057672
312057672,216664953
216664953,312148102
312148102,216664953
216664953,312842662
312842662,216664953
216664953,313632186
313632186,216664953
